2018,8,AJ,Ben,Win,170.22 - 144.93
2018,9,AJ,Justin,Win,204.77 - 153.80
2018,10,AJ,Cameron,Loss,186.59 - 189.96
2018,11,AJ,Matt,Loss,150.20 - 163.47
2018,12,AJ,Tyler,Loss,139.69 - 217.25
2018,13,AJ,Cole,Win,188.80 - 177.98
2018,1,Everett,Justin,Win,229.21 - 167.48
2018,2,Everett,Cameron,Win,217.05 - 161.90
2018,3,Everett,Matt,Loss,154.86 - 166.34
2018,4,Everett,Tyler,Loss,173.58 - 213.61
2018,5,Everett,Cole,Loss,171.94 - 198.44
2018,6,Everett,Andy,Win,191.20 - 170.45
2018,7,Everett,AJ,Win,204.02 - 178.45
2018,8,Everett,Gavin,Win,238.16 - 177.01
2018,9,Everett,Ben,Loss,138.90 - 143.05
2018,10,Everett,Justin,Loss,158.86 - 177.88
2018,11,Everett,Cameron,Win,215.16 - 206.45
2018,12,Everett,Matt,Loss,182.74 - 224.74
2018,13,Everett,Tyler,Win,230.60 - 194.23
2018,1,Ben,Gavin,Win,207.78 - 175.96
2018,2,Ben,Justin,Loss,169.96 - 190.27
2018,3,Ben,Cameron,Loss,154.10 - 188.15
2018,4,Ben,Matt,Win,220.73 - 197.73
2018,5,Ben,Tyler,Loss,135.93 - 220.88
2018,6,Ben,Cole,Loss,141.56 - 182.06
2018,7,Ben,Andy,Loss,112.17 - 126.34
2018,8,Ben,AJ,Loss,144.93 - 170.22
2018,9,Ben,Everett,Win,143.05 - 138.90
2018,10,Ben,Gavin,Loss,147.22 - 188.79
2018,11,Ben,Justin,Loss,150.55 - 217.90
2018,12,Ben,Cameron,Loss,93.48 - 211.72
2018,13,Ben,Matt,Loss,114.62 - 143.11
2018,1,Justin,Everett,Loss,167.48 - 229.21
2018,2,Justin,Ben,Win,190.27 - 169.96
2018,3,Justin,Gavin,Loss,169.22 - 196.74
2018,4,Justin,Cameron,Loss,150.42 - 171.27
2018,5,Justin,Matt,Win,182.24 - 171.62
2018,6,Justin,Tyler,Win,215.18 - 200.27
2018,7,Justin,Cole,Win,195.68 - 139.42
2018,8,Justin,Andy,Win,173.51 - 152.57
2018,9,Justin,AJ,Loss,153.80 - 204.77
2018,10,Justin,Everett,Win,177.88 - 158.86
2018,11,Justin,Ben,Win,217.90 - 150.55
2018,12,Justin,Gavin,Loss,179.96 - 182.89
2018,13,Justin,Cameron,Win,180.60 - 161.88
2018,1,Cameron,AJ,Win,219.63 - 139.11
2018,2,Cameron,Everett,Loss,161.90 - 217.05
2018,3,Cameron,Ben,Win,188.15 - 154.10
2018,4,Cameron,Justin,Win,171.27 - 150.42
2018,5,Cameron,Gavin,Loss,172.18 - 176.80
2018,6,Cameron,Matt,Win,228.38 - 196.99
2018,7,Cameron,Tyler,Loss,173.34 - 191.28
2018,8,Cameron,Cole,Win,211.15 - 155.79
2018,9,Cameron,Andy,Win,156.68 - 117.64
2018,10,Cameron,AJ,Win,189.96 - 186.59
2018,11,Cameron,Everett,Loss,206.45 - 215.16
2018,12,Cameron,Ben,Win,211.72 - 93.48
2018,13,Cameron,Justin,Loss,161.88 - 180.60
2018,1,Matt,Andy,Win,181.21 - 147.57
2018,2,Matt,AJ,Loss,146.50 - 194.22
2018,3,Matt,Everett,Win,166.34 - 154.86
2018,4,Matt,Ben,Loss,197.73 - 220.73
2018,5,Matt,Justin,Loss,171.62 - 182.24
2018,6,Matt,Cameron,Loss,196.99 - 228.38
2018,7,Matt,Gavin,Win,181.75 - 158.85
2018,8,Matt,Tyler,Win,193.30 - 186.59
2018,9,Matt,Cole,Win,175.38 - 129.90
2018,10,Matt,Andy,Win,192.12 - 169.83
2018,11,Matt,AJ,Win,163.47 - 150.20
2018,12,Matt,Everett,Win,224.74 - 182.74
2018,13,Matt,Ben,Win,143.11 - 114.62
2018,1,Gavin,Ben,Loss,175.96 - 207.78
2018,2,Gavin,Cole,Win,168.62 - 153.84
2018,3,Gavin,Justin,Win,196.74 - 169.22
2018,4,Gavin,Andy,Win,245.14 - 119.26
2018,5,Gavin,Cameron,Win,176.80 - 172.18
2018,6,Gavin,AJ,Loss,148.08 - 163.34
2018,7,Gavin,Matt,Loss,158.85 - 181.75
2018,8,Gavin,Everett,Loss,177.01 - 238.16
2018,9,Gavin,Tyler,Loss,206.75 - 246.40
2018,10,Gavin,Ben,Win,188.79 - 147.22
2018,11,Gavin,Cole,Loss,205.74 - 205.98
2018,12,Gavin,Justin,Win,182.89 - 179.96
2018,13,Gavin,Andy,Win,170.99 - 169.39
