Manager,Week,Pos,,% Start,Pass Yds,Pass TD,Int,Att*,Rush Yds,Rush TD,Tgt*,Rec,Rec Yds,Rec TD,Ret Yds,Ret TD,2PT,Fum Lost
,,Pos,Kickers,Field Goals Made,,,,,Field Goals Missed,,,PAT,,,,,,
,,Pos,Kickers,0-19,20-29,30-39,40-49,50+,0-19,20-29,30-39,Made,,,,,,
,,Pos,Defense/Special Teams,,Tackles,,Turnovers,,TD,Miscellaneous,,,,,,,,
,,Pos,Defense/Special Teams,Pts vs.,Sack,Safe,Int,Fum Rec,TD,Blk Kick,4 Dwn Stops,Yds Allow*,3 And Outs,,,,,
,,Pos,Defensive Players,Return,,Tackles,,,,,Misc,,Turnovers,,,,TD,
,,Pos,Defensive Players,Yds,TD,Tack Solo,Tack Ast,TFL,Sack,Safe,Pass Def,Blk Kick,Int,Fum Force,Fum Rec,Ret Yds,TD,
Cameron,1,TE,Zach Ertz Phi - TE,98%,0,0,0,0,0,0,7,5,54,0,0,0,0,0
Cameron,1,W/R/T,Mark Ingram II Bal - RB,84%,0,0,0,14,107,2,0,0,0,0,0,0,0,0
Cameron,1,BN,Miles Sanders Phi - RB,19%,0,0,0,11,25,0,2,1,2,0,0,0,0,0
Cameron,1,BN,Will Fuller V Hou - WR,31%,0,0,0,0,0,0,3,2,69,0,0,0,0,0
Cameron,1,BN,Sterling Shepard NYG - WR,27%,0,0,0,0,0,0,7,6,42,0,0,0,0,0
Cameron,1,BN,Darren Waller Oak - TE,14%,0,0,0,0,0,0,8,7,70,0,0,0,0,0
Cameron,1,BN,Daniel Jones NYG - QB,0%,17,0,0,1,5,0,0,0,0,0,0,0,0,1
Cameron,1,BN,Rob Gronkowski NE - TE,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron,1,K,Greg Zuerlein LAR - K,0,1,0,1,1,0,0,0,3
Cameron,1,DEF,Minnesota Min - DEF,12,4,0,2,1,0,1,0,345,2
Cameron,1,D,Joe Schobert Cle - LB,0,0,5,3,0,0,0,0,0,0,0,0,0,0,
Cameron,1,D,Devin Bush Pit - LB,0,0,7,4,0,0,0,0,0,0,0,0,0,0,
Cameron,1,D,Vontaze Burfict Oak - LB,0,0,3,3,0,0,0,0,0,0,0,0,0,0,
Cameron,1,DB,Desmond King II LAC - CB,43,0,2,1,1,0,0,0,0,0,0,0,0,0,
Cameron,1,DB,Jordan Poyer Buf - S,0,0,5,4,1,1,0,0,0,0,0,0,0,0,
Everett,1,QB,Baker Mayfield Cle - QB,89%,285,1,3,0,0,0,0,0,0,0,0,0,0,0
Everett,1,QB,Dak Prescott Dal - QB,32%,405,4,0,4,12,0,0,0,0,0,0,0,0,0
Everett,1,WR,Stefon Diggs Min - WR,86%,0,0,0,0,0,0,2,2,37,0,0,0,0,0
Everett,1,WR,Cooper Kupp LAR - WR,54%,0,0,0,0,0,0,10,7,46,0,0,0,0,0
Everett,1,WR,Alshon Jeffery Phi - WR,54%,0,0,0,1,2,1,7,5,49,1,0,0,0,0
Everett,1,RB,Alvin Kamara NO - RB,100%,0,0,0,13,97,0,8,7,72,0,0,0,0,0
Everett,1,RB,Todd Gurley II LAR - RB,97%,0,0,0,14,97,0,1,1,4,0,0,0,0,0
Everett,1,TE,O.J. Howard TB - TE,93%,0,0,0,0,0,0,5,4,32,0,0,0,0,1
Everett,1,W/R/T,Aaron Jones GB - RB,88%,0,0,0,13,39,0,1,1,0,0,0,0,0,0
Everett,1,BN,Royce Freeman Den - RB,12%,0,0,0,10,56,0,1,1,5,0,0,0,0,0
Everett,1,BN,A.J. Green Cin - WR,1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,1,BN,Nick Foles Jax - QB,3%,75,1,0,0,0,0,0,0,0,0,0,0,0,0
Everett,1,BN,Darrell Henderson Jr. LAR - RB,3%,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Everett,1,BN,Matt Breida SF - RB,24%,0,0,0,15,37,0,1,0,0,0,0,0,0,0
Everett,1,BN,Devin Singletary Buf - RB,8%,0,0,0,4,70,0,6,5,28,0,0,0,0,0
Everett,1,K,Adam Vinatieri Ind - K,0,0,0,1,0,0,1,0,1
Everett,1,DEF,Dallas Dal - DEF,17,1,0,0,2,0,0,2,470,0
Everett,1,D,Myles Garrett Cle - DE,0,0,4,1,2,2,0,0,0,0,0,0,0,0,
Everett,1,D,Lavonte David TB - LB,0,0,6,1,1,0,0,0,0,0,0,0,0,0,
Everett,1,D,Devin White TB - LB,0,0,4,2,0,0,0,0,0,0,0,0,0,0,
Everett,1,DB,Johnathan Abram Oak - S,0,0,1,4,0,0,0,1,0,0,0,0,0,0,
Everett,1,DB,Tyrann Mathieu KC - S,0,0,2,1,0,0,0,0,0,0,0,0,0,0,
Everett,2,QB,Baker Mayfield Cle - QB,61%,325,1,1,0,0,0,0,0,0,0,0,0,0,0
Everett,2,QB,Dak Prescott Dal - QB,54%,269,3,1,5,69,0,0,0,0,0,0,0,0,0
Everett,2,WR,Stefon Diggs Min - WR,80%,0,0,0,0,0,0,7,1,49,1,0,0,0,1
Everett,2,WR,Cooper Kupp LAR - WR,62%,0,0,0,1,6,0,9,5,120,0,0,0,0,0
Everett,2,WR,Alshon Jeffery Phi - WR,57%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,2,RB,Alvin Kamara NO - RB,98%,0,0,0,13,45,0,3,1,15,0,0,0,0,0
Everett,2,RB,Todd Gurley II LAR - RB,94%,0,0,0,16,63,1,4,3,4,0,0,0,0,0
Everett,2,TE,O.J. Howard TB - TE,77%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,2,W/R/T,Devin Singletary Buf - RB,29%,0,0,0,6,57,1,0,0,0,0,0,0,0,0
Everett,2,BN,Aaron Jones GB - RB,67%,0,0,0,23,116,1,6,4,34,0,0,0,0,0
Everett,2,BN,Royce Freeman Den - RB,8%,0,0,0,11,54,0,7,5,48,0,0,0,0,0
Everett,2,BN,A.J. Green Cin - WR,1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,2,BN,Matt Breida SF - RB,51%,0,0,0,12,121,0,1,1,11,0,0,0,0,0
Everett,2,BN,Jamison Crowder NYJ - WR,19%,0,0,0,0,0,0,6,4,40,0,0,0,0,0
Everett,2,BN,Gardner Minshew II Jax - QB,1%,213,1,0,6,56,0,0,0,0,0,0,0,0,1
Everett,2,K,Zane Gonzalez Ari - K,0,3,0,0,0,0,0,0,0
Everett,2,DEF,Dallas Dal - DEF,21,1,0,0,0,0,0,1,255,2
Everett,2,D,Myles Garrett Cle - DE,0,0,3,2,3,3,0,0,0,0,0,0,0,0,
Everett,2,D,Lavonte David TB - LB,0,0,2,5,0,0,0,0,0,0,0,0,0,0,
Everett,2,D,Devin White TB - LB,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
Everett,2,DB,Rashaan Melvin Det - CB,0,0,4,0,0,0,0,2,0,0,0,0,0,0,
Everett,2,DB,Bradley Roby Hou - CB,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
Everett,3,QB,Baker Mayfield Cle - QB,48%,195,1,1,1,1,0,0,0,0,0,0,0,0,0
Everett,3,QB,Dak Prescott Dal - QB,82%,246,2,1,2,7,1,0,0,0,0,0,0,0,0
Everett,3,WR,Stefon Diggs Min - WR,85%,0,0,0,0,0,0,3,3,15,0,0,0,0,0
Everett,3,WR,Cooper Kupp LAR - WR,71%,0,0,0,0,0,0,12,11,101,2,0,0,0,0
Everett,3,WR,Tyrell Williams Oak - WR,26%,0,0,0,0,0,0,3,3,29,1,0,0,0,0
Everett,3,RB,Alvin Kamara NO - RB,99%,0,0,0,16,69,1,10,9,92,1,0,0,0,0
Everett,3,RB,Todd Gurley II LAR - RB,95%,0,0,0,14,43,0,1,0,0,0,0,0,0,0
Everett,3,TE,O.J. Howard TB - TE,57%,0,0,0,0,0,0,4,3,66,0,0,0,0,0
Everett,3,W/R/T,Aaron Jones GB - RB,92%,0,0,0,10,19,2,1,1,4,0,0,0,0,0
Everett,3,BN,Alshon Jeffery Phi - WR,4%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,3,BN,Devin Singletary Buf - RB,2%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,3,BN,Royce Freeman Den - RB,14%,0,0,0,15,63,0,5,4,10,0,0,0,0,0
Everett,3,BN,A.J. Green Cin - WR,1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,3,BN,Matt Breida SF - RB,53%,0,0,0,14,68,0,3,2,20,0,0,0,0,0
Everett,3,BN,Jamison Crowder NYJ - WR,9%,0,0,0,0,0,0,5,2,25,0,0,0,0,0
Everett,3,K,Zane Gonzalez Ari - K,0,0,1,1,0,0,0,0,2
Everett,3,DEF,Dallas Dal - DEF,6,3,0,0,1,0,0,2,283,3
Everett,3,D,Myles Garrett Cle - DE,0,0,1,1,0,1,0,0,0,0,1,0,0,0,
Everett,3,D,Lavonte David TB - LB,0,0,4,5,0,0,0,1,0,0,0,0,0,0,
Everett,3,D,Devin White TB - LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Everett,3,DB,Rashaan Melvin Det - CB,0,0,4,1,0,0,0,0,0,0,0,0,0,0,
Everett,3,DB,Bradley Roby Hou - CB,0,0,3,0,1,0,0,0,0,0,0,0,0,0,
Everett,4,QB,Baker Mayfield Cle - QB,34%,342,1,1,3,1,0,0,0,0,0,0,0,0,0
Everett,4,QB,Dak Prescott Dal - QB,73%,223,0,1,1,7,0,0,0,0,0,0,0,0,0
Everett,4,WR,Cooper Kupp LAR - WR,89%,0,0,0,1,2,0,15,9,121,1,0,0,0,0
Everett,4,WR,Tyrell Williams Oak - WR,34%,0,0,0,0,0,0,7,3,36,1,0,0,0,0
Everett,4,WR,Alshon Jeffery Phi - WR,32%,0,0,0,0,0,0,9,3,38,1,0,0,0,0
Everett,4,RB,Alvin Kamara NO - RB,99%,0,0,0,17,69,0,3,3,20,0,0,0,0,0
Everett,4,RB,Todd Gurley II LAR - RB,92%,0,0,0,5,16,2,11,7,54,0,0,0,0,0
Everett,4,TE,O.J. Howard TB - TE,54%,0,0,0,0,0,0,3,3,33,0,0,0,0,0
Everett,4,W/R/T,Aaron Jones GB - RB,90%,0,0,0,13,21,1,7,6,37,0,0,0,0,0
Everett,4,BN,Stefon Diggs Min - WR,52%,0,0,0,0,0,0,7,7,108,0,0,0,0,1
Everett,4,BN,Devin Singletary Buf - RB,2%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,4,BN,Royce Freeman Den - RB,15%,0,0,0,6,16,0,6,4,34,0,0,0,0,0
Everett,4,BN,A.J. Green Cin - WR,1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,4,BN,Matt Breida SF - RB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,4,BN,Jamison Crowder NYJ - WR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,4,K,Zane Gonzalez Ari - K,0,0,1,0,0,0,0,0,1
Everett,4,DEF,Dallas Dal - DEF,12,5,0,1,0,0,0,0,266,2
Everett,4,D,Myles Garrett Cle - DE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Everett,4,D,Lavonte David TB - LB,0,0,4,3,0,0,0,1,0,1,0,0,26,0,
Everett,4,D,Eric Kendricks Min - LB,0,0,7,4,0,0,0,0,0,0,0,0,0,0,
Everett,4,DB,Rashaan Melvin Det - CB,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
Everett,4,DB,Bradley Roby Hou - CB,0,0,2,0,0,0,0,1,0,0,0,0,0,0,
Everett,5,QB,Baker Mayfield Cle - QB,42%,100,0,2,0,0,0,0,0,0,0,0,0,0,1
Everett,5,QB,Dak Prescott Dal - QB,60%,463,2,3,4,27,0,0,0,0,0,0,0,0,0
Everett,5,WR,Cooper Kupp LAR - WR,92%,0,0,0,0,0,0,17,9,117,1,0,0,0,0
Everett,5,WR,Alshon Jeffery Phi - WR,65%,0,0,0,0,0,0,8,6,52,0,0,0,0,0
Everett,5,WR,Stefon Diggs Min - WR,75%,0,0,0,0,0,0,4,3,44,0,0,0,0,0
Everett,5,RB,Alvin Kamara NO - RB,100%,13,0,0,16,62,0,7,6,42,0,0,0,0,0
Everett,5,RB,Todd Gurley II LAR - RB,95%,0,0,0,15,51,2,5,3,6,0,0,0,0,1
Everett,5,TE,O.J. Howard TB - TE,44%,0,0,0,0,0,0,2,1,10,0,0,0,0,0
Everett,5,W/R/T,Aaron Jones GB - RB,92%,0,0,0,19,107,4,8,7,75,0,0,0,0,0
Everett,5,BN,Tyrell Williams Oak - WR,7%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,5,BN,Devin Singletary Buf - RB,2%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,5,BN,A.J. Green Cin - WR,1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,5,BN,Matt Breida SF - RB,24%,0,0,0,11,114,1,3,3,15,1,0,0,0,0
Everett,5,BN,Jamison Crowder NYJ - WR,6%,0,0,0,0,0,0,3,2,10,0,0,0,0,0
Everett,5,K,Zane Gonzalez Ari - K,0,3,1,0,0,0,0,1,2
Everett,5,DEF,Philadelphia Phi - DEF,6,10,0,2,1,2,0,1,128,6
Everett,5,BN,Dallas Dal - DEF,34,2,0,0,0,0,0,0,335,4
Everett,5,D,Myles Garrett Cle - DE,0,0,2,0,1,1,0,0,0,0,0,0,0,0,
Everett,5,D,Lavonte David TB - LB,0,0,5,0,0,0,0,0,0,0,0,0,0,0,
Everett,5,D,Eric Kendricks Min - LB,0,0,5,2,1,0,0,2,0,0,0,0,0,0,
Everett,5,DB,Bradley Roby Hou - CB,0,0,6,1,0,0,0,1,0,0,1,0,0,0,
Everett,5,DB,Janoris Jenkins NYG - CB,0,0,3,2,0,0,0,1,0,0,0,0,0,0,
Everett,6,QB,Baker Mayfield Cle - QB,29%,249,1,3,4,35,1,0,0,0,0,0,0,1,0
Everett,6,QB,Dak Prescott Dal - QB,66%,278,0,0,3,11,1,0,0,0,0,0,0,0,0
Everett,6,WR,Cooper Kupp LAR - WR,93%,0,0,0,0,0,0,6,4,17,0,0,0,0,0
Everett,6,WR,Alshon Jeffery Phi - WR,56%,0,0,0,0,0,0,12,10,76,1,0,0,0,0
Everett,6,WR,Stefon Diggs Min - WR,65%,0,0,0,2,18,0,11,7,167,3,0,0,0,0
Everett,6,RB,Alvin Kamara NO - RB,99%,0,0,0,11,31,0,8,7,35,0,0,0,0,0
Everett,6,RB,Matt Breida SF - RB,52%,0,0,0,13,36,0,4,4,27,0,0,0,0,0
Everett,6,TE,O.J. Howard TB - TE,41%,0,0,0,0,0,0,4,2,35,0,0,0,0,0
Everett,6,W/R/T,Aaron Jones GB - RB,95%,0,0,0,11,47,0,7,4,13,0,0,0,0,1
Everett,6,BN,Todd Gurley II LAR - RB,14%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,6,BN,Tyrell Williams Oak - WR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,6,BN,Devin Singletary Buf - RB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,6,BN,A.J. Green Cin - WR,1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,6,BN,Jamison Crowder NYJ - WR,12%,0,0,0,0,0,0,9,6,98,0,0,0,0,0
Everett,6,K,Zane Gonzalez Ari - K,0,1,1,0,0,0,0,0,4
Everett,6,DEF,Dallas Dal - DEF,24,2,0,1,0,0,0,0,382,2
Everett,6,BN,Philadelphia Phi - DEF,38,1,0,1,1,0,0,0,447,1
Everett,6,D,Myles Garrett Cle - DE,0,0,3,2,2,2,0,0,0,0,0,0,0,0,
Everett,6,D,Lavonte David TB - LB,0,0,5,1,1,0,0,0,0,0,0,0,0,0,
Everett,6,D,Eric Kendricks Min - LB,0,0,8,2,1,0.5,0,2,0,0,1,0,0,0,
Everett,6,DB,Bradley Roby Hou - CB,0,0,1,0,0,0,0,2,0,0,0,0,0,0,
Everett,6,DB,Janoris Jenkins NYG - CB,0,0,3,0,0,0,0,2,0,1,0,0,62,0,
Everett,7,QB,Dak Prescott Dal - QB,59%,239,1,1,5,30,1,0,0,0,0,0,0,0,0
Everett,7,QB,Mitchell Trubisky Chi - QB,5%,251,2,0,0,0,0,0,0,0,0,0,0,1,0
Everett,7,WR,Cooper Kupp LAR - WR,95%,0,0,0,0,0,0,8,6,50,0,0,0,0,0
Everett,7,WR,Alshon Jeffery Phi - WR,71%,0,0,0,0,0,0,5,2,38,0,0,0,0,0
Everett,7,WR,Stefon Diggs Min - WR,87%,0,0,0,0,0,0,8,7,143,0,0,0,0,0
Everett,7,RB,Aaron Jones GB - RB,95%,0,0,0,12,50,0,4,4,33,1,0,0,0,0
Everett,7,RB,Matt Breida SF - RB,58%,0,0,0,8,35,0,1,1,1,0,0,0,0,0
Everett,7,TE,Dawson Knox Buf - TE,22%,0,0,0,0,0,0,5,2,22,0,0,0,0,0
Everett,7,W/R/T,Todd Gurley II LAR - RB,82%,0,0,0,18,41,0,1,1,13,1,0,0,0,0
Everett,7,BN,Alvin Kamara NO - RB,18%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,7,BN,Baker Mayfield Cle - QB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,7,BN,Tyrell Williams Oak - WR,2%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,7,BN,Devin Singletary Buf - RB,42%,0,0,0,7,26,0,0,0,0,0,0,0,0,0
Everett,7,BN,A.J. Green Cin - WR,2%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,7,BN,Jamison Crowder NYJ - WR,27%,0,0,0,0,0,0,5,4,26,0,0,0,0,0
Everett,7,K,Zane Gonzalez Ari - K,0,0,1,1,0,0,0,0,3
Everett,7,DEF,Los Angeles LAR - DEF,10,5,0,1,2,1,0,0,224,3
Everett,7,D,Eric Kendricks Min - LB,0,0,6,6,1,0,0,2,0,0,0,0,0,0,
Everett,7,D,Rashaan Evans Ten - LB,0,0,8,2,1,0,0,0,0,0,0,0,0,0,
Everett,7,D,Tremaine Edmunds Buf - LB,0,0,5,3,1,0,0,0,0,0,0,0,0,0,
Everett,7,DB,Antoine Bethea NYG - S,0,0,5,4,0,0,0,1,0,0,0,0,0,0,
Everett,7,DB,Janoris Jenkins NYG - CB,0,0,3,0,0,0,0,1,0,0,0,0,0,0,
Everett,8,QB,Mitchell Trubisky Chi - QB,8%,253,0,1,4,10,0,0,0,0,0,0,0,0,1
Everett,8,QB,Baker Mayfield Cle - QB,17%,194,1,1,1,18,0,0,0,0,0,0,0,0,0
Everett,8,WR,Cooper Kupp LAR - WR,95%,0,0,0,0,0,0,10,7,220,1,0,0,0,0
Everett,8,WR,Alshon Jeffery Phi - WR,53%,0,0,0,0,0,0,6,4,64,0,0,0,0,0
Everett,8,WR,Stefon Diggs Min - WR,95%,0,0,0,0,0,0,7,7,143,0,0,0,0,1
Everett,8,RB,Aaron Jones GB - RB,97%,0,0,0,13,67,0,8,7,159,2,0,0,0,0
Everett,8,RB,Todd Gurley II LAR - RB,95%,0,0,0,10,44,1,1,0,0,0,0,0,0,0
Everett,8,TE,Dawson Knox Buf - TE,9%,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Everett,8,W/R/T,Tyrell Williams Oak - WR,20%,0,0,0,0,0,0,6,3,91,1,0,0,0,0
Everett,8,BN,Alvin Kamara NO - RB,23%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,8,BN,Matt Breida SF - RB,39%,0,0,0,11,35,0,1,1,15,0,0,0,0,0
Everett,8,BN,Dak Prescott Dal - QB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,8,BN,Devin Singletary Buf - RB,13%,0,0,0,3,19,0,6,4,30,1,0,0,0,0
Everett,8,BN,A.J. Green Cin - WR,1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,8,BN,Jamison Crowder NYJ - WR,19%,0,0,0,0,0,0,5,3,24,0,0,0,0,0
Everett,8,K,Zane Gonzalez Ari - K,0,0,2,0,1,0,0,0,0
Everett,8,DEF,Los Angeles LAR - DEF,10,5,0,0,0,0,0,2,401,1
Everett,8,D,Eric Kendricks Min - LB,0,0,3,4,0,0,0,1,0,0,0,0,0,0,
Everett,8,D,Rashaan Evans Ten - LB,0,0,7,4,1,0,0,0,0,0,0,0,0,0,
Everett,8,D,Tremaine Edmunds Buf - LB,0,0,7,2,1,0,0,0,0,0,0,0,0,0,
Everett,8,DB,Antoine Bethea NYG - S,0,0,2,1,0,0,0,0,0,0,0,1,0,0,
Everett,8,DB,Janoris Jenkins NYG - CB,0,0,3,0,0,0,0,1,0,1,0,0,10,0,
Everett,9,QB,Dak Prescott Dal - QB,70%,257,3,1,3,12,0,0,0,0,0,0,0,0,0
Everett,9,QB,Baker Mayfield Cle - QB,18%,273,1,0,3,22,0,0,0,0,0,0,0,0,0
Everett,9,WR,Alshon Jeffery Phi - WR,58%,0,0,0,0,0,0,8,4,36,0,0,0,0,0
Everett,9,WR,Stefon Diggs Min - WR,95%,0,0,0,1,12,0,5,1,4,0,0,0,0,0
Everett,9,WR,Tyrell Williams Oak - WR,66%,0,0,0,0,0,0,4,3,48,0,0,0,0,0
Everett,9,RB,Aaron Jones GB - RB,96%,0,0,0,8,30,0,3,1,1,0,0,0,0,0
Everett,9,RB,Devin Singletary Buf - RB,36%,0,0,0,20,95,1,4,3,45,0,0,0,0,0
Everett,9,TE,Jonnu Smith Ten - TE,36%,0,0,0,0,0,0,5,3,18,0,0,0,0,0
Everett,9,W/R/T,Jamison Crowder NYJ - WR,35%,0,0,0,0,0,0,9,8,83,1,0,0,0,0
Everett,9,BN,Cooper Kupp LAR - WR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,9,BN,Alvin Kamara NO - RB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,9,BN,Todd Gurley II LAR - RB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,9,BN,Matt Breida SF - RB,25%,0,0,0,15,78,0,2,2,14,0,0,0,0,0
Everett,9,BN,A.J. Green Cin - WR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,9,K,Zane Gonzalez Ari - K,0,0,1,0,0,0,0,0,2
Everett,9,DEF,Cleveland Cle - DEF,24,3,0,0,1,0,0,0,302,3
Everett,9,BN,Los Angeles LAR - DEF,0,0,0,0,0,0,0,0,0,0
Everett,9,D,Eric Kendricks Min - LB,0,0,4,2,0,0,0,0,0,0,0,0,0,0,
Everett,9,D,Rashaan Evans Ten - LB,0,0,4,5,0,0,0,0,0,0,0,0,0,0,
Everett,9,D,Tremaine Edmunds Buf - LB,0,0,2,6,0,0,0,0,0,0,0,0,0,0,
Everett,9,DB,Antoine Bethea NYG - S,0,0,7,2,0,0,0,1,0,1,0,1,7,0,
Everett,9,DB,Janoris Jenkins NYG - CB,0,0,2,1,0,0,0,0,0,0,0,0,0,0,
Everett,10,QB,Dak Prescott Dal - QB,64%,397,3,1,0,0,0,0,0,0,0,0,0,0,0
Everett,10,QB,Baker Mayfield Cle - QB,22%,238,2,0,2,1,0,0,0,0,0,0,0,0,0
Everett,10,WR,Stefon Diggs Min - WR,93%,0,0,0,0,0,0,6,3,49,0,0,0,0,0
Everett,10,WR,Tyrell Williams Oak - WR,58%,0,0,0,0,0,0,5,3,25,0,0,0,0,0
Everett,10,WR,Cooper Kupp LAR - WR,91%,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Everett,10,RB,Aaron Jones GB - RB,97%,0,0,0,13,93,3,0,0,0,0,0,0,0,0
Everett,10,RB,Alvin Kamara NO - RB,95%,0,0,0,4,24,0,10,8,50,0,0,0,0,0
Everett,10,TE,Jonnu Smith Ten - TE,23%,0,0,0,0,0,0,6,4,30,0,0,0,0,0
Everett,10,W/R/T,Todd Gurley II LAR - RB,84%,0,0,0,12,73,0,4,0,0,0,0,0,0,0
Everett,10,BN,Jamison Crowder NYJ - WR,53%,0,0,0,0,0,0,6,5,81,1,0,0,0,0
Everett,10,BN,Devin Singletary Buf - RB,69%,0,0,0,8,42,0,6,3,8,0,0,0,0,0
Everett,10,BN,Alshon Jeffery Phi - WR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,10,BN,Matt Breida SF - RB,41%,0,0,0,10,18,0,2,2,7,0,0,0,0,0
Everett,10,BN,A.J. Green Cin - WR,2%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,10,K,Zane Gonzalez Ari - K,0,0,1,0,1,0,0,0,3
Everett,10,DEF,Los Angeles LAR - DEF,11,3,1,0,2,1,0,0,273,4
Everett,10,BN,Cleveland Cle - DEF,14,1,0,0,0,0,0,2,344,2
Everett,10,D,Eric Kendricks Min - LB,0,0,2,4,0,0,0,1,0,0,0,0,0,0,
Everett,10,D,Rashaan Evans Ten - LB,0,0,3,4,2,1,0,0,0,0,0,1,53,1,
Everett,10,D,Tremaine Edmunds Buf - LB,0,0,2,2,1,1,1,1,0,0,0,0,0,0,
Everett,10,DB,Antoine Bethea NYG - S,0,0,4,1,0,0,0,1,0,0,0,0,0,0,
Everett,10,DB,Janoris Jenkins NYG - CB,0,0,4,0,0,0,0,1,0,0,0,0,0,0,
Everett,11,QB,Dak Prescott Dal - QB,78%,444,3,0,6,18,0,0,0,0,0,0,0,0,0
Everett,11,QB,Baker Mayfield Cle - QB,23%,193,2,0,1,1,1,0,0,0,0,0,0,0,0
Everett,11,WR,Stefon Diggs Min - WR,90%,0,0,0,0,0,0,5,5,121,1,0,0,0,0
Everett,11,WR,Tyrell Williams Oak - WR,48%,0,0,0,0,0,0,4,4,82,0,0,0,0,0
Everett,11,WR,Cooper Kupp LAR - WR,92%,0,0,0,0,0,0,3,3,53,0,0,0,0,0
Everett,11,RB,Alvin Kamara NO - RB,97%,0,0,0,13,75,0,10,10,47,0,32,0,0,0
Everett,11,RB,Devin Singletary Buf - RB,76%,0,0,0,15,75,0,1,1,4,0,0,0,0,0
Everett,11,TE,Vance McDonald Pit - TE,34%,0,0,0,0,0,0,7,3,33,0,0,0,0,0
Everett,11,W/R/T,Todd Gurley II LAR - RB,86%,0,0,0,25,97,1,3,3,36,0,0,0,0,1
Everett,11,BN,Aaron Jones GB - RB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,11,BN,Jamison Crowder NYJ - WR,54%,0,0,0,0,0,0,8,5,76,1,0,0,0,0
Everett,11,BN,Alshon Jeffery Phi - WR,7%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,11,BN,Matt Breida SF - RB,7%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,11,BN,A.J. Green Cin - WR,2%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,11,BN,Derrius Guice Was - RB,12%,0,0,0,7,24,0,2,1,45,1,0,0,0,0
Everett,11,K,Zane Gonzalez Ari - K,0,1,0,1,0,0,0,0,2
Everett,11,DEF,Los Angeles LAR - DEF,7,3,0,1,0,0,0,2,267,4
Everett,11,D,Eric Kendricks Min - LB,0,0,2,4,0,0,0,1,0,0,0,0,0,0,
Everett,11,D,Tremaine Edmunds Buf - LB,0,0,5,7,0,0.5,0,1,0,0,0,0,0,0,
Everett,11,D,A.J. Johnson Den - LB,0,0,2,3,0,0,0,0,0,0,0,1,0,0,
Everett,11,DB,Byron Murphy Ari - CB,0,0,5,0,0,0,0,1,0,0,0,0,0,0,
Everett,11,DB,Kyle Fuller Chi - CB,0,0,2,1,0,0,0,0,0,0,0,0,0,0,
Everett,12,QB,Dak Prescott Dal - QB,60%,212,0,1,1,4,0,0,0,0,0,0,0,0,0
