Manager,Week,Pos,,% Start,Pass Yds,Pass TD,Int,Att*,Rush Yds,Rush TD,Tgt*,Rec,Rec Yds,Rec TD,Ret Yds,Ret TD,2PT,Fum Lost
,,Pos,Kickers,Field Goals Made,,,,,Field Goals Missed,,,PAT,,,,,,
,,Pos,Kickers,0-19,20-29,30-39,40-49,50+,0-19,20-29,30-39,Made,,,,,,
,,Pos,Defense/Special Teams,,Tackles,,Turnovers,,TD,Miscellaneous,,,,,,,,
,,Pos,Defense/Special Teams,Pts vs.,Sack,Safe,Int,Fum Rec,TD,Blk Kick,4 Dwn Stops,Yds Allow*,3 And Outs,,,,,
,,Pos,Defensive Players,Return,,Tackles,,,,,Misc,,Turnovers,,,,TD,
,,Pos,Defensive Players,Yds,TD,Tack Solo,Tack Ast,TFL,Sack,Safe,Pass Def,Blk Kick,Int,Fum Force,Fum Rec,Ret Yds,TD,
Tyler,3,QB,Kirk Cousins Min - QB,17%,174,1,0,4,16,0,0,0,0,0,0,0,0,0
Tyler,3,WR,Davante Adams GB - WR,97%,0,0,0,0,0,0,4,4,56,0,0,0,0,0
Tyler,3,WR,JuJu Smith-Schuster Pit - WR,94%,0,0,0,0,0,0,7,3,81,1,0,0,0,0
Tyler,3,WR,Terry McLaurin Was - WR,17%,0,0,0,0,0,0,8,6,70,1,0,0,0,0
Tyler,3,RB,Chris Carson Sea - RB,85%,0,0,0,15,52,0,1,1,2,0,0,0,0,1
Tyler,3,RB,Austin Ekeler LAC - RB,92%,0,0,0,9,36,0,7,7,45,0,0,0,0,0
Tyler,3,TE,Mark Andrews Bal - TE,70%,0,0,0,0,0,0,7,3,15,0,0,0,0,0
Tyler,3,W/R/T,Frank Gore Buf - RB,39%,0,0,0,14,76,1,2,2,13,0,0,0,0,0
Tyler,3,BN,David Montgomery Chi - RB,59%,0,0,0,13,67,0,3,3,14,0,0,0,0,0
Tyler,3,BN,Marvin Jones Jr. Det - WR,18%,0,0,0,0,0,0,9,6,101,1,0,0,0,0
Tyler,3,BN,Cam Newton Car - QB,8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler,3,BN,Raheem Mostert SF - RB,21%,0,0,0,12,79,0,1,0,0,0,0,0,0,1
Tyler,3,BN,Josh Jacobs Oak - RB,57%,0,0,0,10,44,0,2,0,0,0,0,0,0,0
Tyler,3,BN,DJ Chark Jr. Jax - WR,9%,0,0,0,0,0,0,5,4,76,1,0,0,0,0
Tyler,3,K,Ka'imi Fairbairn Hou - K,0,0,0,0,0,0,0,0,3
Tyler,3,DEF,New England NE - DEF,2,5,0,1,0,0,0,1,105,4
Tyler,3,D,Jordan Hicks Ari - LB,0,0,5,6,0,0,0,0,0,0,0,0,0,0,
Tyler,3,D,Shaq Thompson Car - LB,0,0,9,2,1,1,0,0,0,0,0,0,0,0,
Tyler,3,D,Zach Cunningham Hou - LB,0,0,5,0,1,0,0,0,0,0,0,1,0,0,
Tyler,3,DB,Kareem Jackson Den - CB,0,0,3,1,1,0,0,0,0,0,0,0,0,0,
Tyler,3,DB,Montae Nicholson Was - S,0,0,2,2,0,0,0,0,0,0,0,0,0,0,
Tyler,2,QB,Cam Newton Car - QB,57%,333,0,0,2,0,0,0,0,0,0,0,0,0,1
Tyler,2,QB,Josh Allen Buf - QB,16%,253,1,0,7,21,1,0,0,0,0,0,0,0,0
Tyler,2,WR,Davante Adams GB - WR,97%,0,0,0,0,0,0,9,7,106,0,0,0,0,0
Tyler,2,WR,JuJu Smith-Schuster Pit - WR,98%,0,0,0,0,0,0,8,5,84,0,0,0,0,0
Tyler,2,WR,Marvin Jones Jr. Det - WR,11%,0,0,0,0,0,0,6,5,43,0,0,0,0,0
Tyler,2,RB,Chris Carson Sea - RB,89%,0,0,0,15,60,0,3,3,27,0,0,0,0,1
Tyler,2,RB,Austin Ekeler LAC - RB,88%,0,0,0,17,66,1,6,6,67,0,0,0,0,1
Tyler,2,TE,Mark Andrews Bal - TE,46%,0,0,0,0,0,0,9,8,112,1,0,0,0,0
Tyler,2,W/R/T,Josh Jacobs Oak - RB,82%,0,0,0,12,99,0,0,0,0,0,0,0,0,0
Tyler,2,BN,Terry McLaurin Was - WR,9%,0,0,0,0,0,0,9,5,62,1,0,0,0,0
Tyler,2,BN,Robby Anderson NYJ - WR,22%,0,0,0,0,0,0,6,4,81,0,0,0,0,0
Tyler,2,BN,Kirk Cousins Min - QB,11%,230,1,2,2,17,0,0,0,0,0,0,0,0,1
Tyler,2,BN,David Montgomery Chi - RB,37%,0,0,0,18,62,1,3,1,6,0,0,0,0,0
Tyler,2,BN,Chris Thompson Was - RB,12%,0,0,0,2,3,0,8,5,48,0,0,0,0,0
Tyler,2,BN,Raheem Mostert SF - RB,2%,0,0,0,13,83,0,4,3,68,1,0,0,0,0
Tyler,2,K,Ka'imi Fairbairn Hou - K,0,1,1,0,0,0,0,0,1
Tyler,2,DEF,New England NE - DEF,0,7,0,4,0,2,0,2,184,6
Tyler,2,D,Alec Ogletree NYG - LB,0,0,4,1,0,0,0,1,0,0,0,0,0,0,
Tyler,2,D,Jordan Hicks Ari - LB,0,0,8,3,0,0,0,1,0,0,0,0,0,0,
Tyler,2,D,Shaq Thompson Car - LB,0,0,3,5,1,0,0,0,0,0,0,0,0,0,
Tyler,2,DB,Kareem Jackson Den - CB,0,0,5,0,0,0,0,1,0,0,0,0,0,0,
Tyler,2,DB,Xavier Woods Dal - S,0,0,4,2,0,0,0,0,0,0,0,0,0,0,
Tyler,1,QB,Cam Newton Car - QB,58%,239,0,1,3,2,0,0,0,0,0,0,0,0,1
Tyler,1,QB,Kirk Cousins Min - QB,17%,98,1,0,6,4,1,0,0,0,0,0,0,0,0
Tyler,1,WR,Davante Adams GB - WR,98%,0,0,0,0,0,0,8,4,36,0,0,0,0,0
Tyler,1,WR,JuJu Smith-Schuster Pit - WR,99%,0,0,0,0,0,0,8,6,78,0,0,0,0,0
Tyler,1,WR,Marvin Jones Jr. Det - WR,22%,0,0,0,1,4,0,4,4,56,0,0,0,0,0
Tyler,1,RB,Chris Carson Sea - RB,88%,0,0,0,15,46,1,7,6,34,1,0,0,0,1
Tyler,1,RB,David Montgomery Chi - RB,73%,0,0,0,6,18,0,1,1,27,0,0,0,0,0
Tyler,1,TE,Mark Andrews Bal - TE,26%,0,0,0,0,0,0,8,8,108,1,0,0,0,0
Tyler,1,W/R/T,Josh Jacobs Oak - RB,69%,0,0,0,23,85,2,1,1,28,0,0,0,0,0
Tyler,1,BN,Josh Allen Buf - QB,6%,254,1,2,10,38,1,0,0,0,0,0,0,0,2
Tyler,1,BN,Austin Ekeler LAC - RB,64%,0,0,0,12,58,1,7,6,96,2,0,0,0,0
Tyler,1,BN,Robby Anderson NYJ - WR,30%,0,0,0,0,0,0,7,3,23,0,0,0,0,0
Tyler,1,BN,Peyton Barber TB - RB,11%,0,0,0,8,33,0,4,2,12,0,0,0,0,0
Tyler,1,BN,Jalen Richard Oak - RB,3%,0,0,0,1,3,0,0,0,0,0,0,0,0,0
Tyler,1,K,Ka'imi Fairbairn Hou - K,0,0,0,0,0,0,0,0,4
Tyler,1,DEF,New England NE - DEF,3,1,0,1,0,0,0,2,308,2
Tyler,1,D,Alec Ogletree NYG - LB,0,0,4,2,0,0,0,1,0,0,0,0,0,0,
Tyler,1,D,Zach Cunningham Hou - LB,0,0,3,2,1,0,0,0,0,0,0,0,0,0,
Tyler,1,D,Jayon Brown Ten - LB,0,0,1,1,0,0,0,2,0,0,0,0,0,0,
Tyler,1,DB,Kareem Jackson Den - CB,0,0,5,2,0,0,0,2,0,0,0,0,0,0,
Tyler,1,DB,Bradley McDougald Sea - S,0,0,4,0,0,0,0,0,0,0,1,0,0,0,
Tyler,1,BN,Von Miller Den - LB,0,0,4,1,0,0,0,0,0,0,0,0,0,0
Cole,1,QB,Philip Rivers LAC - QB,29%,333,3,1,1,6,0,0,0,0,0,0,0,0,0
Cole,1,QB,Kyler Murray Ari - QB,28%,308,2,1,3,13,0,0,0,0,0,0,0,1,0
Cole,1,WR,Mike Evans TB - WR,96%,0,0,0,0,0,0,5,2,28,0,0,0,0,0
Cole,1,WR,Tyler Lockett Sea - WR,82%,0,0,0,0,0,0,2,1,44,1,0,0,0,0
Cole,1,WR,Larry Fitzgerald Ari - WR,24%,0,0,0,0,0,0,13,8,113,1,0,0,0,0
Cole,1,RB,Saquon Barkley NYG - RB,100%,0,0,0,11,120,0,6,4,19,0,0,0,0,0
Cole,1,RB,Devonta Freeman Atl - RB,90%,0,0,0,8,19,0,4,3,12,0,0,0,0,1
Cole,1,TE,Greg Olsen Car - TE,20%,0,0,0,0,0,0,9,4,36,0,0,0,0,0
Cole,1,W/R/T,Damien Williams KC - RB,89%,0,0,0,13,26,1,6,6,39,0,0,0,0,0
Cole,1,BN,Marquez Valdes-Scantling GB - WR,6%,0,0,0,1,0,0,6,4,52,0,0,0,0,0
Cole,1,BN,Sam Darnold NYJ - QB,3%,175,1,0,1,0,0,0,0,0,0,0,0,1,0
Cole,1,BN,LeSean McCoy KC - RB,7%,0,0,0,10,81,0,1,1,12,0,0,0,0,0
Cole,1,BN,Michael Gallup Dal - WR,13%,0,0,0,0,0,0,7,7,158,0,0,0,0,0
Cole,1,BN,Malcolm Brown LAR - RB,0%,0,0,0,11,53,2,0,0,0,0,0,0,0,0
Cole,1,BN,Frank Gore Buf - RB,1%,0,0,0,11,20,0,0,0,0,0,0,0,0,0
Cole,1,K,Stephen Gostkowski NE - K,0,1,2,1,0,0,0,0,3
Cole,1,DEF,Seattle Sea - DEF,20,5,0,0,3,0,0,1,429,2
Cole,1,D,Cory Littleton LAR - LB,0,0,8,6,0,0,0,2,0,1,1,1,29,0,
Cole,1,D,Tahir Whitehead Oak - LB,0,0,4,2,0,0,0,0,0,0,0,0,0,0,
Cole,1,D,Anthony Hitchens KC - LB,0,0,5,2,0,0,0,0,0,0,0,0,0,0,
Cole,1,DB,Ha Ha Clinton-Dix Chi - S,0,0,5,0,0,0,0,0,0,0,0,0,0,0,
Cole,1,DB,Jessie Bates III Cin - S,0,0,2,3,0,0,0,0,0,0,0,0,0,0,
Cole,2,QB,Philip Rivers LAC - QB,34%,293,0,1,1,12,0,0,0,0,0,0,0,0,0
Cole,2,QB,Kyler Murray Ari - QB,19%,349,0,0,3,4,0,0,0,0,0,0,0,1,0
Cole,2,WR,Mike Evans TB - WR,93%,0,0,0,0,0,0,8,4,61,0,0,0,0,0
Cole,2,WR,Tyler Lockett Sea - WR,72%,0,0,0,0,0,0,12,10,79,0,10,0,0,0
Cole,2,WR,Michael Gallup Dal - WR,43%,0,0,0,0,0,0,8,6,68,0,0,0,0,0
Cole,2,RB,Saquon Barkley NYG - RB,100%,0,0,0,18,107,1,7,3,28,0,0,0,0,0
Cole,2,RB,Devonta Freeman Atl - RB,70%,0,0,0,11,22,0,4,3,42,0,0,0,0,0
Cole,2,TE,Austin Hooper Atl - TE,44%,0,0,0,0,0,0,6,4,34,0,0,0,0,0
Cole,2,W/R/T,Damien Williams KC - RB,82%,0,0,0,9,8,0,5,3,48,0,0,0,0,0
Cole,2,BN,Larry Fitzgerald Ari - WR,29%,0,0,0,0,0,0,11,5,104,0,0,0,0,0
Cole,2,BN,Marquez Valdes-Scantling GB - WR,7%,0,0,0,0,0,0,5,3,19,0,0,0,0,0
Cole,2,BN,Sam Darnold NYJ - QB,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,2,BN,LeSean McCoy KC - RB,39%,0,0,0,11,23,0,3,3,0,0,0,0,0,0
Cole,2,BN,Malcolm Brown LAR - RB,8%,0,0,0,6,37,0,1,1,10,0,0,0,0,0
Cole,2,BN,Adrian Peterson Was - RB,19%,0,0,0,10,25,1,2,2,7,0,0,0,0,0
Cole,2,K,Stephen Gostkowski NE - K,0,1,0,0,0,0,0,0,4
Cole,2,DEF,Tennessee Ten - DEF,19,3,0,1,1,0,0,0,288,3
Cole,2,D,Cory Littleton LAR - LB,0,0,5,3,0,0,0,2,0,0,0,0,0,0,
Cole,2,D,Anthony Hitchens KC - LB,0,0,4,1,0,0,0,0,0,0,0,0,0,0,
Cole,2,D,Josey Jewell Den - LB,0,0,3,3,0,0,0,0,0,0,0,0,0,0,
Cole,2,DB,Eric Rowe Mia - CB,0,0,3,2,0,0,0,2,0,0,0,0,0,0,
Cole,2,DB,Tre Flowers Sea - CB,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
Cole,3,QB,Philip Rivers LAC - QB,37%,318,2,0,2,9,0,0,0,0,0,0,0,0,1
Cole,3,QB,Kyler Murray Ari - QB,39%,173,2,2,8,69,0,0,0,0,0,0,0,0,0
Cole,3,WR,Mike Evans TB - WR,96%,0,0,0,0,0,0,15,8,190,3,0,0,0,0
Cole,3,WR,Tyler Lockett Sea - WR,84%,0,0,0,0,0,0,14,11,154,1,59,0,0,0
Cole,3,WR,Larry Fitzgerald Ari - WR,63%,0,0,0,0,0,0,7,5,36,1,0,0,0,0
Cole,3,RB,Saquon Barkley NYG - RB,99%,0,0,0,8,10,0,5,4,27,0,0,0,0,0
Cole,3,RB,Devonta Freeman Atl - RB,75%,0,0,0,16,88,0,4,3,7,0,0,0,0,0
Cole,3,TE,Greg Olsen Car - TE,49%,0,0,0,0,0,0,7,6,75,2,0,0,0,0
Cole,3,W/R/T,LeSean McCoy KC - RB,27%,0,0,0,8,54,1,3,3,26,1,0,0,0,0
Cole,3,BN,Damien Williams KC - RB,16%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,3,BN,Michael Gallup Dal - WR,1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,3,BN,Sam Darnold NYJ - QB,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,3,BN,Malcolm Brown LAR - RB,4%,0,0,0,3,7,0,1,0,0,0,0,0,0,0
Cole,3,BN,Adrian Peterson Was - RB,14%,0,0,0,12,37,0,3,1,3,0,0,0,0,0
Cole,3,BN,Ito Smith Atl - RB,1%,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cole,3,K,Stephen Gostkowski NE - K,0,0,1,0,0,0,0,0,3
Cole,3,DEF,Tennessee Ten - DEF,20,0,0,0,0,0,0,1,292,5
Cole,3,D,Cory Littleton LAR - LB,0,0,3,1,0,0,0,2,0,0,0,0,0,0,
Cole,3,D,Josey Jewell Den - LB,0,0,5,2,0,0,0,0,0,0,0,0,0,0,
Cole,3,D,Jerome Baker Mia - LB,0,0,3,0,0,0,0,1,0,0,0,0,0,0,
Cole,3,DB,Eric Rowe Mia - CB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Cole,3,DB,Terrell Edmunds Pit - S,0,0,7,3,0,0,0,0,0,0,0,0,0,0,
Cole,4,QB,Philip Rivers LAC - QB,64%,310,2,0,1,0,0,0,0,0,0,0,0,0,0
Cole,4,QB,Kyler Murray Ari - QB,38%,241,0,1,4,27,1,0,0,0,0,0,0,0,0
Cole,4,WR,Mike Evans TB - WR,96%,0,0,0,0,0,0,7,4,89,1,0,0,0,0
Cole,4,WR,Tyler Lockett Sea - WR,91%,0,0,0,0,0,0,4,4,51,0,18,0,0,0
Cole,4,WR,Larry Fitzgerald Ari - WR,65%,0,0,0,0,0,0,5,5,47,0,0,0,0,0
Cole,4,RB,Adrian Peterson Was - RB,24%,0,0,0,11,28,0,0,0,0,0,0,0,0,0
Cole,4,RB,Wayne Gallman Jr. NYG - RB,49%,0,0,0,18,63,1,7,6,55,1,0,0,0,1
Cole,4,TE,Greg Olsen Car - TE,65%,0,0,0,0,0,0,4,2,5,0,0,0,0,0
Cole,4,W/R/T,LeSean McCoy KC - RB,65%,0,0,0,11,56,1,4,2,33,0,0,0,0,0
Cole,4,BN,Devonta Freeman Atl - RB,74%,0,0,0,12,28,0,9,8,72,0,0,0,0,0
Cole,4,BN,Saquon Barkley NYG - RB,11%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,4,BN,Damien Williams KC - RB,11%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,4,BN,Michael Gallup Dal - WR,1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,4,BN,Sam Darnold NYJ - QB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,4,BN,Golden Tate NYG - WR,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,4,K,Stephen Gostkowski NE - K,0,1,0,0,0,0,0,0,1
Cole,4,DEF,Tennessee Ten - DEF,10,5,0,0,1,0,0,3,422,3
Cole,4,D,Cory Littleton LAR - LB,0,0,3,5,0,0,0,0,0,0,0,0,0,0,
Cole,4,D,Danny Trevathan Chi - LB,0,0,4,4,0,0,0,0,0,0,0,0,0,0,
Cole,4,D,Todd Davis Den - LB,0,0,7,5,0,0,0,0,0,0,0,0,0,0,
Cole,4,DB,Terrell Edmunds Pit - S,0,0,1,3,0,0,0,0,0,0,0,0,0,0,
Cole,4,DB,Ronnie Harrison Jax - S,0,0,3,2,0,0,0,1,0,1,0,0,31,0,
Cole,5,QB,Philip Rivers LAC - QB,47%,211,0,2,1,3,0,0,0,0,0,0,0,0,0
Cole,5,QB,Kyler Murray Ari - QB,45%,253,0,0,10,93,1,0,0,0,0,0,0,0,0
Cole,5,WR,Mike Evans TB - WR,96%,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Cole,5,WR,Tyler Lockett Sea - WR,91%,0,0,0,1,8,0,4,4,51,1,33,0,0,0
Cole,5,WR,Larry Fitzgerald Ari - WR,68%,0,0,0,0,0,0,8,6,58,0,0,0,0,0
Cole,5,RB,Devonta Freeman Atl - RB,81%,0,0,0,11,30,0,5,5,40,1,0,0,0,0
Cole,5,RB,LeSean McCoy KC - RB,69%,0,0,0,0,0,0,2,2,23,0,0,0,0,1
Cole,5,TE,Greg Olsen Car - TE,59%,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Cole,5,W/R/T,Wayne Gallman Jr. NYG - RB,61%,0,0,0,2,14,0,0,0,0,0,0,0,0,0
Cole,5,BN,Adrian Peterson Was - RB,6%,0,0,0,7,18,0,0,0,0,0,0,0,0,0
Cole,5,BN,Saquon Barkley NYG - RB,9%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,5,BN,Damien Williams KC - RB,38%,0,0,0,9,23,0,4,3,15,0,0,0,0,0
Cole,5,BN,Michael Gallup Dal - WR,7%,0,0,0,0,0,0,14,7,113,1,0,0,0,0
Cole,5,BN,Sam Darnold NYJ - QB,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,5,BN,Golden Tate NYG - WR,18%,0,0,0,0,0,0,6,3,13,0,17,0,0,0
Cole,5,K,Matt Gay TB - K,0,0,0,1,0,0,0,0,3
Cole,5,DEF,Tennessee Ten - DEF,14,4,0,1,0,0,0,1,313,2
Cole,5,D,Cory Littleton LAR - LB,0,0,3,4,0,0,0,0,0,0,0,0,0,0,
Cole,5,D,Danny Trevathan Chi - LB,0,0,12,0,0,0,0,0,0,0,0,0,0,0,
Cole,5,D,Todd Davis Den - LB,0,0,7,0,1,0,0,0,0,0,0,0,0,0,
Cole,5,DB,Terrell Edmunds Pit - S,0,0,4,1,0,0,0,0,0,0,0,0,0,0,
Cole,5,DB,Ronnie Harrison Jax - S,0,0,4,2,0,0,0,0,0,0,0,0,0,0,
Cole,6,QB,Philip Rivers LAC - QB,40%,320,2,2,1,0,0,0,0,0,0,0,0,0,1
Cole,6,QB,Kyler Murray Ari - QB,57%,340,3,0,11,32,0,0,0,0,0,0,0,0,0
Cole,6,WR,Mike Evans TB - WR,93%,0,0,0,0,0,0,17,9,96,0,0,0,1,0
Cole,6,WR,Tyler Lockett Sea - WR,91%,0,0,0,1,3,0,5,5,75,0,21,0,0,0
Cole,6,WR,Larry Fitzgerald Ari - WR,70%,0,0,0,0,0,0,8,6,69,0,0,0,0,0
Cole,6,RB,Devonta Freeman Atl - RB,87%,0,0,0,19,88,0,3,3,30,2,0,0,0,0
Cole,6,RB,Malcolm Brown LAR - RB,44%,0,0,0,11,40,0,0,0,0,0,0,0,0,0
Cole,6,TE,Greg Olsen Car - TE,66%,0,0,0,0,0,0,7,4,52,0,0,0,0,0
Cole,6,W/R/T,Michael Gallup Dal - WR,63%,0,0,0,0,0,0,7,4,48,0,0,0,0,0
Cole,6,BN,LeSean McCoy KC - RB,31%,0,0,0,8,44,0,2,2,0,0,0,0,0,0
Cole,6,BN,Adrian Peterson Was - RB,34%,0,0,0,23,118,0,2,2,18,0,0,0,0,0
Cole,6,BN,Saquon Barkley NYG - RB,9%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,6,BN,Damien Williams KC - RB,64%,0,0,0,1,6,0,1,1,14,1,0,0,0,0
Cole,6,BN,Sam Darnold NYJ - QB,3%,338,2,1,5,1,0,0,0,0,0,0,0,0,0
Cole,6,BN,Golden Tate NYG - WR,16%,0,0,0,0,0,0,9,6,102,1,0,0,0,0
Cole,6,K,Matt Gay TB - K,0,0,0,0,1,0,0,0,1
Cole,6,DEF,Tennessee Ten - DEF,16,1,0,1,0,0,0,0,270,6
Cole,6,D,Cory Littleton LAR - LB,0,0,9,5,0,0,0,1,0,0,0,1,10,0,
Cole,6,D,Todd Davis Den - LB,0,0,6,1,0,0,0,0,0,0,0,0,0,0,
Cole,6,D,K.J. Wright Sea - LB,0,0,5,3,2,0,0,1,0,1,0,0,0,0,
Cole,6,DB,Ronnie Harrison Jax - S,0,0,2,2,0,0,0,0,0,0,0,0,0,0,
Cole,6,DB,Jessie Bates III Cin - S,0,0,6,2,0,0,0,1,0,0,0,0,0,0,
Cole,7,QB,Philip Rivers LAC - QB,30%,329,2,0,0,0,0,0,0,0,0,0,0,0,0
Cole,7,QB,Kyler Murray Ari - QB,63%,104,0,0,10,28,0,0,0,0,0,0,0,0,0
Cole,7,WR,Tyler Lockett Sea - WR,93%,0,0,0,1,3,0,7,5,61,1,70,0,0,0
Cole,7,WR,Larry Fitzgerald Ari - WR,71%,0,0,0,0,0,0,3,1,12,0,0,0,0,0
Cole,7,WR,Golden Tate NYG - WR,53%,0,0,0,0,0,0,11,6,80,0,17,0,0,0
Cole,7,RB,Devonta Freeman Atl - RB,90%,0,0,0,7,19,0,3,2,6,0,0,0,0,0
Cole,7,RB,Saquon Barkley NYG - RB,93%,0,0,0,18,72,1,5,3,8,0,0,0,0,0
Cole,7,TE,Darren Fells Hou - TE,21%,0,0,0,0,0,0,2,2,27,0,0,0,0,0
Cole,7,W/R/T,Michael Gallup Dal - WR,72%,0,0,0,0,0,0,4,3,34,0,0,0,0,0
Cole,7,BN,Mike Evans TB - WR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,7,BN,LeSean McCoy KC - RB,26%,0,0,0,12,64,0,2,2,12,0,0,0,0,0
Cole,7,BN,Damien Williams KC - RB,48%,0,0,0,9,7,0,3,2,1,0,0,0,0,0
Cole,7,BN,Sam Darnold NYJ - QB,4%,86,0,4,2,1,0,0,0,0,0,0,0,0,1
Cole,7,BN,Mark Walton Mia - RB,6%,0,0,0,14,66,0,1,1,8,0,0,0,0,0
Cole,7,BN,Chase Edmonds Ari - RB,9%,0,0,0,27,126,3,4,2,24,0,0,0,0,0
Cole,7,K,Matt Prater Det - K,0,0,0,1,0,0,0,0,3
Cole,7,DEF,Tennessee Ten - DEF,20,1,0,0,1,0,0,1,365,1
Cole,7,D,Cory Littleton LAR - LB,0,0,3,0,2,1,0,1,0,1,0,0,6,0,
Cole,7,D,Todd Davis Den - LB,0,0,6,2,1,0,0,0,0,0,0,0,0,0,
Cole,7,D,K.J. Wright Sea - LB,0,0,4,4,0,0,0,2,0,0,0,0,0,0,
Cole,7,DB,Jessie Bates III Cin - S,0,0,8,4,0,0,0,0,0,0,0,0,0,0,
Cole,7,DB,Shawn Williams Cin - S,0,0,7,1,2,0,0,0,0,0,0,0,0,0,
Cole,8,QB,Philip Rivers LAC - QB,30%,201,1,1,0,0,0,0,0,0,0,0,0,0,0
Cole,8,QB,Kyler Murray Ari - QB,52%,220,0,0,2,13,0,0,0,0,0,0,0,0,0
Cole,8,WR,Tyler Lockett Sea - WR,95%,0,0,0,0,0,0,6,6,100,0,21,0,0,0
Cole,8,WR,Golden Tate NYG - WR,55%,0,0,0,0,0,0,10,8,85,0,0,0,0,0
Cole,8,WR,Mike Evans TB - WR,89%,0,0,0,0,0,0,12,11,198,2,0,0,0,0
Cole,8,RB,Devonta Freeman Atl - RB,82%,0,0,0,13,39,0,8,8,63,0,0,0,0,1
Cole,8,RB,Saquon Barkley NYG - RB,97%,0,0,0,19,64,0,10,8,79,1,0,0,0,0
Cole,8,TE,Darren Fells Hou - TE,10%,0,0,0,0,0,0,6,6,58,2,0,0,0,0
Cole,8,W/R/T,Chase Edmonds Ari - RB,66%,0,0,0,7,8,0,4,2,5,0,0,0,0,0
Cole,8,BN,LeSean McCoy KC - RB,38%,0,0,0,9,40,0,4,4,23,0,0,0,0,1
Cole,8,BN,Larry Fitzgerald Ari - WR,48%,0,0,0,0,0,0,4,2,8,0,0,0,0,0
Cole,8,BN,Michael Gallup Dal - WR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,8,BN,Damien Williams KC - RB,27%,0,0,0,7,30,1,0,0,0,0,0,0,0,0
Cole,8,BN,Sam Darnold NYJ - QB,7%,218,2,3,1,1,0,0,0,0,0,0,0,1,0
Cole,8,BN,Mark Walton Mia - RB,8%,0,0,0,11,35,0,6,3,19,0,0,0,0,1
Cole,8,K,Matt Prater Det - K,0,0,0,0,1,0,0,0,4
Cole,8,DEF,Tennessee Ten - DEF,23,3,0,2,2,0,0,1,389,0
Cole,8,D,Cory Littleton LAR - LB,0,0,4,4,0,0.5,0,0,0,0,0,0,0,0,
Cole,8,D,Todd Davis Den - LB,0,0,6,0,1,0,0,0,0,0,0,0,0,0,
Cole,8,D,K.J. Wright Sea - LB,0,0,3,7,0,0,0,0,0,0,0,0,0,0,
Cole,8,DB,Jessie Bates III Cin - S,0,0,7,0,0,0,0,1,0,0,0,0,0,0,
Cole,8,DB,Shawn Williams Cin - S,0,0,5,1,0,0,0,1,0,0,0,0,0,0,
Cole,9,QB,Philip Rivers LAC - QB,38%,294,0,0,3,0,0,0,0,0,0,0,0,0,0
Cole,9,QB,Sam Darnold NYJ - QB,14%,260,1,1,2,1,0,0,0,0,0,0,0,0,0
Cole,9,WR,Tyler Lockett Sea - WR,96%,0,0,0,0,0,0,18,13,152,2,15,0,0,0
Cole,9,WR,Golden Tate NYG - WR,53%,0,0,0,1,16,0,6,6,42,0,15,0,0,0
Cole,9,WR,Mike Evans TB - WR,97%,0,0,0,0,0,0,16,12,180,1,0,0,0,0
Cole,9,RB,Saquon Barkley NYG - RB,97%,0,0,0,14,28,0,8,6,67,0,0,0,0,0
Cole,9,RB,Mark Walton Mia - RB,34%,0,0,0,12,29,0,4,3,12,0,0,0,0,0
Cole,9,TE,Darren Fells Hou - TE,53%,0,0,0,0,0,0,3,1,1,1,0,0,0,0
Cole,9,W/R/T,Michael Gallup Dal - WR,66%,0,0,0,0,0,0,6,2,33,1,0,0,0,0
Cole,9,BN,Kyler Murray Ari - QB,32%,241,2,0,5,34,0,0,0,0,0,0,0,1,0
Cole,9,BN,Devonta Freeman Atl - RB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,9,BN,LeSean McCoy KC - RB,32%,0,0,0,3,9,0,1,1,0,0,0,0,0,0
Cole,9,BN,Larry Fitzgerald Ari - WR,34%,0,0,0,0,0,0,4,4,38,0,0,0,0,0
Cole,9,K,Matt Prater Det - K,0,1,0,0,0,0,0,0,3
Cole,9,DEF,Tennessee Ten - DEF,30,3,0,1,0,0,1,0,370,3
